,SV,UTC,S4C,Lat,Lon
0,G01,2026-01-27 04:02:00,0.2037073091164215,3.110484619212311,100.44862950254931
1,G02,2026-01-27 04:02:00,0.1432313639808074,6.496621092353245,101.98366477100289
2,G04,2026-01-27 04:02:00,0.06225065574701345,8.307278707459963,98.85678101540752
3,G07,2026-01-27 04:02:00,0.12935467588092533,15.49868590292577,95.56095891570158
4,G08,2026-01-27 04:02:00,0.0,10.471845135804072,99.91384428864129
5,G09,2026-01-27 04:02:00,0.038746785409105304,9.878569416772095,97.49806263410215
6,G27,2026-01-27 04:02:00,0.16197061296422158,13.009970465985026,101.9305910662476
7,G01,2026-01-27 04:02:10,0.19958501799263584,3.121969977858978,100.45292998342663
8,G02,2026-01-27 04:02:10,0.13469472239917918,6.504519172631859,101.98410513152952
9,G04,2026-01-27 04:02:10,0.07032820265765766,8.302196485473592,98.85709019561918
10,G07,2026-01-27 04:02:10,0.13882636887504418,15.48904520085913,95.57331595149923
11,G08,2026-01-27 04:02:10,0.0,10.477104258201484,99.91526721747267
12,G09,2026-01-27 04:02:10,0.03616366813795031,9.873114350367848,97.49871956946772
13,G27,2026-01-27 04:02:10,0.15960490735546679,13.020380714524523,101.93622601015029
14,G01,2026-01-27 04:02:20,0.21068370027186117,3.13344364845247,100.45721246653787
15,G02,2026-01-27 04:02:20,0.1477516123594575,6.51240820675194,101.98454111273404
16,G04,2026-01-27 04:02:20,0.07352277889247921,8.297111062649572,98.85739974942629
17,G07,2026-01-27 04:02:20,0.14041191988398338,15.479409309309823,95.58563814586448
18,G08,2026-01-27 04:02:20,0.0,10.482367490684075,99.91669518114772
19,G09,2026-01-27 04:02:20,0.022623412270284214,9.867662213535102,97.49937265011633
20,G27,2026-01-27 04:02:20,0.15283697817014816,13.030816678081278,101.94188526024459
21,G01,2026-01-27 04:02:30,0.21610317836918694,3.144905604545362,100.46147700381556
22,G02,2026-01-27 04:02:30,0.15134195441520712,6.52028821411938,101.98497274022316
23,G04,2026-01-27 04:02:30,0.07352277889247921,8.292022420079489,98.85770968735432
24,G07,2026-01-27 04:02:30,0.14188013012495135,15.469778277697783,95.59792557076572
25,G08,2026-01-27 04:02:30,0.0,10.487634851602083,99.91812819842622
26,G09,2026-01-27 04:02:30,0.020850104582572467,9.862212982179424,97.50002189184465
27,G27,2026-01-27 04:02:30,0.13652098835129198,13.041278464729157,101.9475689298088
28,G01,2026-01-27 04:02:40,0.21363361307750892,3.156355820043745,100.46572364716674
29,G02,2026-01-27 04:02:40,0.14557671403441577,6.5281592141730185,101.98540003953104
30,G04,2026-01-27 04:02:40,0.06520095509278467,8.286930538825708,98.85802001994267
31,G07,2026-01-27 04:02:40,0.14003579248374887,15.460152155045268,95.6101782982389
32,G08,2026-01-27 04:02:40,0.0,10.492906359334716,99.91956628812473
33,G09,2026-01-27 04:02:40,0.007406803830824629,9.856766632257719,97.50066731040346
34,G27,2026-01-27 04:02:40,0.12126614363863537,13.05176618298198,101.95327713272259
